id,streetName,buildingNumber,city,zipcode,country,countyCode,latitude,longitude
2122,Farrell Summit,60787,Lindchester,45822,Puerto Rico,IT,82.113620,126.778924
2123,Lonny Club,828,Braedenfurt,02584-3924,Saint Pierre and Miquelon,SE,-26.517808,-88.020532
2124,Padberg Center,82998,Lake Diego,45725-3870,Venezuela,BZ,9.252149,-77.329343
2125,Amiya Rapid,435,Andreannebury,23907,Bosnia and Herzegovina,NI,-16.250200,-159.868886
2126,Eda View,9673,Deannaburgh,40213-9323,Congo,AL,-20.829601,52.402590
2127,Fritsch Points,987,South Jerrold,23951,Iceland,VC,85.345953,-32.812565
2128,Carter Flat,1606,Weberside,98626-9623,Lebanon,KP,-81.044579,-158.268629
2129,Dedric Mission,3367,West Candace,73826,San Marino,CA,0.116890,-170.115035
2130,Monahan Crossroad,868,Casperburgh,34252-6998,Belarus,SZ,58.810672,-72.493137
2131,Jones Mountains,11488,Lake Angelburgh,56870,Cape Verde,DK,5.547055,30.445275
2132,Merl Ways,5729,Lemkeview,24776,Gambia,TF,-55.901381,-79.603032
2133,Madie Drive,585,South Reta,19869,Cook Islands,MK,-34.384347,68.068446
2134,Cormier Road,52984,North Abelardohaven,79064,Saint Martin,AT,44.901877,100.396483
2135,Reinger Dale,384,Yvetteport,62430,Brazil,GI,-59.414625,10.009964
2136,Carroll Cliff,1098,Johnsonport,37234-0229,Portugal,GP,-60.870942,11.395715
2137,Nels Garden,2124,East Vitafurt,71072,Austria,VE,-88.290185,9.755219
2138,Brisa Fort,80445,Paucekbury,64222-3962,Falkland Islands (Malvinas),GP,-81.855683,-104.033209
2139,Monahan Bridge,30912,Bufordhaven,80961,British Virgin Islands,GR,47.823193,100.745038
2140,Amaya Ways,7955,Port Cristoballand,71828-7895,Netherlands,SB,-55.220038,-48.111069
2141,Herman Shoal,2699,North Marilyneview,40302-0082,Reunion,TZ,71.735978,120.847776
2142,Lester Greens,5278,South Columbusshire,81018-0160,France,AT,62.531567,162.423558
2143,Greenholt Trace,24875,Kertzmannfurt,09038,Burundi,VC,63.019348,129.736379
2144,Ike Forge,874,North Nadia,68128,Uzbekistan,NZ,-88.347299,15.584031
2145,Macie Vista,946,Nienowport,15548-3872,Bosnia and Herzegovina,PF,-70.043332,-92.505351
2146,Joany Union,961,Jacobsbury,72784,Tuvalu,MA,-20.619532,-95.676564
2147,Hilma Falls,3674,Shieldsmouth,68944,United Arab Emirates,GE,89.782129,125.427150
2148,Genoveva Ranch,1822,Tarynmouth,82507,Georgia,SO,55.015029,-149.294347
2149,Ernie Fall,433,Prohaskashire,35517-9701,Cape Verde,ST,-79.290249,-145.477413
2150,Jaleel Passage,1711,Cormierbury,91475,Vanuatu,CM,-61.328576,-35.866755
2151,Bernier Parkways,8645,Marilynetown,63894-9600,United States of America,BG,5.827022,-74.400352
2152,Effertz Wells,7148,Dickinsonville,56500-9308,South Georgia and the South Sandwich Islands,TD,88.460152,-97.140105
2153,Shields Wall,525,Conroyshire,86018-5684,Netherlands Antilles,CM,78.539707,115.586275
2154,Golda Spring,50621,Port Emmett,19505-9395,Malawi,PT,-5.997599,-98.784088
2155,Bergnaum Cove,432,Murraymouth,54603,Kuwait,FR,-43.662883,-130.682865
2156,Metz Mills,3556,Bobbiechester,71332,Trinidad and Tobago,MM,-34.310639,-123.607129
2157,Konopelski Causeway,907,North Genesis,72573,Kyrgyz Republic,TG,20.243783,155.780514
2158,Maggio Brooks,65322,Derekfort,30625-3665,Central African Republic,SS,48.722355,-25.960500
2159,Kyleigh Neck,27492,Rosenbaumside,65624-5563,Turks and Caicos Islands,KE,24.410501,-91.092946
2160,Jude Orchard,627,South Orval,88004,Peru,IR,-38.354587,168.862967
2161,Grady Islands,550,West Connerport,91297,Mauritania,YE,-86.437816,-170.689016
2162,Stanley Inlet,59918,Idellside,92009,Guatemala,BF,-40.862850,-175.234061
2163,Aglae Course,262,South Herman,13756,Tokelau,BI,37.940647,113.074087
2164,Gusikowski Path,87194,Lake Sydnishire,57795,Peru,TH,77.291481,-9.132054
2165,Alvena Gardens,593,New Noramouth,20399-5359,Japan,GY,-42.909263,4.189058
2166,Destin Mountains,50597,O'Connellhaven,48318-4527,Angola,AF,20.895749,-94.432585
2167,Kilback Lake,24525,Boyerchester,53162,Turkey,UZ,-11.996349,5.506069
2168,Jett Rapid,9689,North Quinten,77289-0239,South Georgia and the South Sandwich Islands,GF,-37.267205,62.796354
2169,Malinda Forges,2836,West Alejandra,41391-1461,Algeria,LR,12.046831,-21.062588
2170,Johnston Fall,970,West Emilianotown,38092,Cambodia,HN,-6.062394,130.699787
2171,Edward Parkway,3479,Lake Chelseastad,98226-8917,Switzerland,CY,61.542105,-150.728539
2172,Nyasia Garden,5630,Odiechester,31447,Uruguay,CO,-50.291933,153.575563
2173,Schaefer Grove,132,Hoppetown,54420-1995,Ethiopia,KP,50.854255,54.021983
2174,Maureen Expressway,4330,Ruthieton,77264,United Arab Emirates,SZ,64.830467,148.235559
2175,Bradly Glen,4254,Gleichnerfurt,44320,Dominica,SK,-76.683163,-51.178390
2176,Ondricka Haven,101,Jacobsfort,88942-1283,Western Sahara,HU,49.626760,123.952892
2177,Roderick Mountains,285,Roelfurt,35153,Gibraltar,GE,-19.469352,-167.602736
2178,Abshire Motorway,487,Fosterhaven,75763-3398,Trinidad and Tobago,CX,59.432862,-39.520916
2179,Justyn Lights,4628,Hegmanntown,21531-7438,Nepal,BH,60.138528,-37.284885
2180,Brown Trail,65363,South Sophiamouth,64141,Kiribati,OM,-56.611757,-1.140551
2181,Agustin Drive,985,Kingside,11820,Equatorial Guinea,AS,6.002356,141.648840
2182,Ardella Circle,98768,Hanemouth,73023,Sweden,AU,79.473140,102.382463
2183,Garland Station,8975,Madonnaland,45884-0475,Colombia,UG,-59.152537,-78.337873
2184,Graham Road,30135,New Coby,12695-8627,Hong Kong,KI,-30.350739,-175.368207
2185,Willms Lodge,4188,Lawrencemouth,05030-8453,Turkey,TW,29.070487,-102.365201
2186,Lelah Plains,1481,West Leolaville,61797,Anguilla,CO,-18.649264,78.957550
2187,Margarette Turnpike,48512,Port Melody,75055,Pitcairn Islands,MV,-45.627030,25.903268
2188,Hamill Fall,86481,South Brian,07435-4206,Yemen,SI,70.612676,176.921183
2189,Lyla Freeway,6709,Juliusberg,73851-6547,Paraguay,AD,35.705393,30.800518
2190,Troy Avenue,7406,Shanelbury,56945-4557,Hong Kong,HN,-59.340772,-137.545687
2191,Waters Roads,14433,Goldnerville,02384-3750,Montserrat,KH,36.014116,52.423397
2192,Asia Rapid,1113,Wildermanchester,34981-6405,Djibouti,LY,-22.408792,-81.270939
2193,Hammes Road,100,Halvorsonport,85795,Ireland,BH,-27.994319,0.482824
2194,Reynolds Isle,77519,Gutmannland,52358-1959,Bahamas,NO,-58.683149,-18.158070
2195,Keagan Square,4989,Jakubowskishire,83525-8689,Gambia,DK,-32.804048,153.002514
2196,Kristoffer Rapids,3710,Lesleyburgh,44843,Tonga,CO,-70.015044,-143.558321
2197,Ettie Walk,7426,East Mandy,75139,Trinidad and Tobago,KW,37.882977,32.511698
2198,Jaylan Crossroad,5012,New Citlalliberg,14059,Guinea,CO,32.441684,120.070145
2199,Mitchell Rue,3824,Dorotheafurt,49637-8452,Anguilla,CV,4.237750,-45.131604
2200,Herzog Manor,404,Odaland,67714,Kazakhstan,PY,-60.273571,161.341821
2201,Mallory Ramp,6666,New Isacburgh,13878-8575,France,CU,78.564440,-61.147175
2202,Hyatt Hollow,75887,Dagmarmouth,91204-5513,Sweden,TH,-80.252810,-11.118768
2203,Noe Plaza,68305,New Lilliana,90056-4619,Bulgaria,GR,80.545953,-141.356162
2204,Lucile Stravenue,39137,Port Travisside,94233,Aruba,AS,-55.248879,-81.237264
2205,Alyson Parks,6841,Santostown,27181,Antigua and Barbuda,IT,-67.921918,53.784758
2206,Timmothy Bypass,245,Javonburgh,40663-8190,Mongolia,LA,45.896027,8.797832
2207,Nyah Shoals,6958,North Arlieburgh,40491,Malaysia,TT,7.335014,-34.003125
2208,Justice Flats,98964,Ullrichport,48691-7311,Burundi,AQ,-38.239559,6.042606
2209,Gudrun Light,7122,Alvahchester,91832,Venezuela,LR,-1.108834,94.884044
2210,Marisol Oval,81475,Huelsfort,86167,Niger,GY,-10.530515,-106.143447
2211,Schroeder Hill,57125,South Elmotown,13900,Turkmenistan,PM,-62.020113,-67.260074
2212,Luettgen Roads,6651,North Amiyashire,75776,Moldova,ML,-68.297057,63.607756
2213,Cummings Track,385,Lake Vernview,20461,Guyana,TV,-8.294899,-123.506518
2214,Kyra Plaza,47835,Kuhicside,98223-7088,Liechtenstein,GL,15.180225,26.457569
2215,Dorcas Parks,9988,Gaylemouth,99908-8404,Guam,BQ,-26.274682,82.764676
2216,Bailee Cliff,888,Altenwerthview,19647-7482,Azerbaijan,MM,73.410427,68.070124
2217,Leanna Hill,323,South Loraineside,60898,Korea,TF,-25.076378,47.321893
2218,Delta Canyon,8863,North Hailey,66368,Grenada,UM,-81.401158,76.113430
2219,Ratke Crossing,6642,South Violette,52859-2106,Vietnam,AU,-66.951673,-16.703728
2220,Rosalinda Villages,77143,Runtemouth,06378-5545,Belgium,BT,3.078062,160.618726
2221,Upton Walk,297,East Adellestad,99818-1101,Myanmar,WF,-19.043214,16.194756
2222,Koch Spurs,4171,Kshlerinfurt,51320-8443,Norway,AM,-73.057298,-171.596089
2223,Little Passage,5583,Lake Giuseppeville,26246,Bahrain,NO,-53.803829,13.069421
2224,White Underpass,8862,West Tillmanside,70574,Azerbaijan,BS,1.204034,-18.743339
2225,McLaughlin Lane,4041,East Frederick,97756,Equatorial Guinea,TM,63.199882,161.506665
2226,Rhiannon Plain,82852,East Alvis,76490,Cote d'Ivoire,BL,32.093107,-59.610309
2227,Gorczany Gateway,199,Tracefort,36347-4911,Israel,PH,-55.452444,-37.588425
2228,Zena Highway,3973,Kailynport,68655-8231,Congo,PK,-69.045106,-152.294859
2229,Jakubowski Crossroad,4200,East Albertofort,73472,Palestinian Territories,FO,-75.855403,174.826292
2230,Sandra Isle,902,Leschmouth,24273-7641,Afghanistan,ER,22.108279,-165.685330
2231,Carroll View,9480,Gaylordville,71111-8879,Mozambique,VG,-51.026086,63.886749
2232,Ankunding Ridge,958,East Wilfred,06376-7018,Afghanistan,GP,-88.720356,172.721934
2233,Monahan Islands,3037,South Jakeburgh,34317,Georgia,UG,-71.537121,152.231012
2234,Destini Glens,378,North Hellenland,28822-4554,Guam,EG,70.115376,-94.922316
2235,Cummerata Ranch,98746,Hillsbury,14807-4493,Yemen,FO,-65.736377,-46.290371
2236,Heidenreich Motorway,862,West Gagetown,50500,Togo,MX,-83.248732,92.252163
2237,Rebekah Shores,63802,Ivoryview,99685-9418,Chad,GQ,-55.405954,76.956330
2238,Gunner Viaduct,8750,South Corrinehaven,02946,Kuwait,KI,42.711883,35.402764
2239,Elza Roads,7891,Ortizfurt,08755,Afghanistan,CO,-0.984297,23.298446
2240,Kub Pine,534,Welchchester,94199,Mayotte,SA,-68.528915,116.668639
2241,Barrows Corners,5383,Ashleeland,57613-2213,Jordan,BW,41.404705,-39.621670
2242,Thurman Ways,861,New Myra,29221-1457,Qatar,PN,-72.681901,29.903630
2243,Kellen Dale,8433,East Brisafort,81439-6712,American Samoa,GD,-59.105407,4.599045
2244,Gleason Underpass,5878,New Brayan,28889-0699,Aruba,ZW,-39.431674,18.052443
2245,Liliana Radial,9250,Caterinamouth,10077-0238,French Polynesia,NU,35.470435,73.585453
2246,Heaven Brook,851,Shaunchester,35984-1410,Bahrain,JO,3.259469,80.639397
2247,Jamar Alley,8611,Schowalterland,48224,Syrian Arab Republic,BM,86.254117,155.478850
2248,Stark Park,7506,Daphneeville,14421,Oman,DM,-31.610589,178.889924
2249,Jerad Fords,8799,Lake Hiram,47015-3062,Uganda,ML,-47.201482,163.284915
2250,Dora Cliff,291,New Vernview,87413-2033,Burundi,CR,-64.803014,-64.506017
2251,Hailee Drives,1733,Leliachester,81152-4172,China,FI,-85.171208,53.046404
2252,Ivy Bypass,12875,Huelshaven,69333-3436,Bhutan,PG,19.779292,31.085864
2253,Gorczany Springs,7691,New Rachaeltown,16628,Kazakhstan,BG,-84.940657,170.771972
2254,Lehner Prairie,641,Port Tillmanview,77124-5223,Tanzania,UM,8.965714,107.647287
2255,Becker Flat,91127,New Domenic,60746,Bouvet Island (Bouvetoya),CU,-42.468673,-134.603227
2256,Koby Mountains,429,Kendrickmouth,34995-9586,Chad,SI,68.320699,76.183759
2257,Jacobson Loop,716,Port Christina,64266-3948,Antigua and Barbuda,GR,28.415847,-0.950707
2258,Jordan Squares,23520,Breitenbergtown,68082-9870,Philippines,CI,-25.864037,100.688261
2259,Tommie Junction,5245,South Alfordview,70180,Pakistan,IQ,7.298951,7.879860
2260,Linnie Run,5344,Port Lennieberg,27484-4615,French Polynesia,GF,18.468010,-159.580714
2261,Mariah Mission,280,Balistrerifort,68891-4867,Guam,PS,8.408055,146.768258
2262,Terry Corner,9636,Giovannimouth,93686,Eritrea,SI,31.262250,25.498965
2263,Zieme Trail,209,Port Urielburgh,41141-3366,Angola,PM,-25.893972,2.085376
2264,Pedro Square,2547,South Stephanieburgh,13473,Bosnia and Herzegovina,VE,-78.586208,-92.227970
2265,Eliezer Crossing,277,Hackettland,40601,Marshall Islands,PY,41.229159,39.831236
2266,Ettie View,29559,West Samson,58401-1189,Faroe Islands,BA,29.036099,-161.429825
2267,Lizeth Station,5258,Gislasonton,18830,Papua New Guinea,MT,-6.165395,109.842928
2268,Benny Overpass,85222,Deckowfurt,43738,Paraguay,SH,-31.627784,142.814701
2269,Noelia Road,9532,East Luciushaven,20813,Mozambique,SY,-66.051726,-30.261941
2270,Michel Station,397,East Dorcas,06734-6947,Gabon,SH,-59.408692,114.873142
2271,Karley Lane,454,North Antoniobury,97032,India,IS,45.007143,159.554890
2272,Schmidt Lights,279,Lake Gabrielle,04802-2534,Portugal,BT,-65.251662,-2.629373
2273,Edythe Spurs,459,Alvinastad,70450,Colombia,GG,-40.475376,-119.901400
2274,Matt Hill,658,Schuppeview,84411-1963,Solomon Islands,NC,-35.024918,-105.976080
2275,Rosenbaum Mews,4341,Talonmouth,20941-3202,India,GG,-21.559104,-31.493557
2276,Weber Ferry,28261,Bergstromport,69585,Mali,MH,-57.931865,-47.130964
2277,Moen Rest,1938,Port Bertaside,95148,Azerbaijan,PL,-28.254243,48.365812
2278,Tabitha Inlet,51466,Marielatown,56399-9570,Haiti,TV,47.728864,47.708535
2279,Jess Port,29340,New Candice,04536,Saint Martin,LY,-44.268323,-48.919869
2280,Vandervort Brook,8397,Joshuachester,59947,Philippines,EG,-2.046031,112.120322
2281,Gerlach Spur,4402,Blancaview,67138,Brunei Darussalam,BO,86.815798,-125.570633
2282,Zboncak Camp,196,Connellyhaven,80626-2655,Martinique,KE,84.609384,66.164264
2283,Flavio Court,2973,East Hanna,58406-2138,Martinique,TC,47.763771,7.727029
2284,Hane Shores,45633,East Reed,94089-7751,Gabon,CH,-66.559908,37.472583
2285,Astrid Gardens,9117,Friesenfort,05561-3715,El Salvador,SG,-41.518143,-45.572535
2286,Rosie Fork,8540,Dorcasstad,35824,Kuwait,UZ,-5.651406,131.647450
2287,Zemlak Ports,544,Genesismouth,55082-9043,Belgium,RW,-73.100041,-57.319490
2288,Haylee Bypass,90468,West Chadrick,34371-6305,Uganda,AI,46.017263,-131.032533
2289,Hirthe Square,45452,West Esperanza,36661,Wallis and Futuna,SL,29.994026,-47.515940
2290,Lorine Divide,5456,East Samstad,71274-7119,Vietnam,AS,-45.484024,161.195519
2291,Tobin Spurs,431,East Gregorio,49719,United Arab Emirates,NR,8.462476,-39.684556
2292,Lowe Lock,96645,Lavontown,49284-1594,French Polynesia,KY,-8.784027,136.969959
2293,Tressa Avenue,39247,Port Ola,74757,Kazakhstan,ZW,-60.017001,-149.405104
2294,Elza Union,617,North Eda,90938,Turks and Caicos Islands,PG,29.906163,30.078559
2295,Keebler Passage,1244,Lilyhaven,18349-5971,Luxembourg,AM,37.462174,7.021005
2296,Marina Coves,70611,Bergnaumport,48194-5984,Saudi Arabia,SY,25.755581,31.791682
2297,Schulist Course,381,Port Romainemouth,93760,Singapore,TN,-45.975261,-150.934466
2298,Adele Shoal,475,Port Wiley,76902,Nigeria,MZ,-69.031248,-86.054925
2299,Lexie Orchard,738,Klingberg,80470-6353,United States Minor Outlying Islands,GM,58.390050,-106.743232
2300,Robel Branch,5500,Bechtelarville,37443,Nauru,AG,82.676075,-159.153348
2301,Mose Turnpike,5543,Emardmouth,91372-3264,Sweden,PL,-27.321862,-91.496759
2302,Rhoda Divide,92877,Adrianafurt,28660,Syrian Arab Republic,GT,-5.018782,120.565388
2303,Tremblay Island,46605,Gleasonmouth,42324,France,MA,-62.161101,28.944806
2304,Cummerata Circle,992,Sipesport,24272-3579,French Guiana,BE,2.645411,10.722801
2305,Predovic Port,853,Giovanihaven,87190,Mali,AF,44.466724,12.297349
2306,Alisa View,491,New Chyna,48721-8763,Croatia,CY,-30.964141,15.432590
2307,Daugherty Lights,15916,North Aniyaside,77884,Comoros,LB,16.185300,115.539229
2308,Janis Greens,96578,South Agnes,72464-6912,Bahrain,SO,-50.606611,82.549998
2309,Collier Plaza,42153,Emmyborough,97683-9636,Congo,HN,37.415198,-15.271896
2310,Shaylee Forest,174,Hirtheview,69400,Slovenia,CI,-78.351356,-7.473377
2311,Rodrigo Mountain,1292,Omarihaven,21155-8525,Dominican Republic,LI,37.707534,-85.355709
2312,Hudson Track,141,Bayerfort,43149-0973,Holy See (Vatican City State),AW,-45.115738,138.617187
2313,Ullrich Islands,847,Heidiport,40871-9039,French Southern Territories,KZ,-41.259380,-84.613801
2314,Frami Hills,36428,South Cameron,72845-9980,Mozambique,MX,5.566668,78.909317
2315,Pablo Cape,351,Port Walker,77364,Bahamas,GI,72.987089,29.069142
2316,Felton Rue,8677,Jamalshire,14345-1242,Azerbaijan,FI,-31.406709,-145.148858
2317,Wade Flats,13543,Dorthytown,85366-8112,Uzbekistan,FR,17.972329,-76.121738
2318,Nitzsche Falls,3687,North Marilyne,42640,France,ER,75.535965,5.463664
2319,Schiller Trafficway,1223,Turcotteport,77848,Guadeloupe,BW,52.972805,57.198283
2320,Gunnar Parkway,9825,Gorczanychester,48321,Austria,GA,-14.710321,174.712642
2321,Zemlak Mountains,583,Suzannetown,40657,Madagascar,TD,-21.849233,25.314114
2322,Kareem Dam,88676,Lake Birdie,71651-9838,Netherlands,CK,88.850060,-72.705727
2323,Vernie Highway,86167,Gusikowskiborough,82907,Argentina,GE,-60.688798,56.366321
2324,Eulalia Gateway,51610,Lake Wilmaview,11889-4432,French Polynesia,BJ,73.334535,135.167597
2325,Raoul Springs,5392,South Alysson,38754,Guinea,MC,77.729488,142.931655
2326,Pat Park,50048,North Carrollchester,77642-3888,Ethiopia,FM,-11.520380,90.540313
2327,Hershel Island,7665,Rosieside,30532-9495,Hungary,GQ,80.983130,51.940355
2328,Balistreri Isle,58341,West Adalberto,90422,Turkmenistan,MO,-37.357570,1.185788
2329,Johnston Shore,4128,New Carolannetown,69699,Djibouti,TM,65.279754,71.854886
2330,Rodolfo Circle,7202,Lake Norwoodhaven,82331,Turkmenistan,TT,-47.122334,-145.453925
2331,Eldridge Camp,28490,North Evert,41417-2489,Hong Kong,HU,8.048836,-149.702091
2332,Jan Spring,549,New Herminia,48551-7573,Colombia,NR,57.548280,-115.379260
2333,Esther Mews,2900,Port Modestaburgh,43371,Lithuania,RO,-87.471065,95.508135
2334,Carlie Mountains,37274,East Daxmouth,73087-7196,Malaysia,RE,7.667230,100.415944
2335,Homenick Locks,144,Chanelview,07810-7575,United Kingdom,ZW,-21.538942,-4.367323
2336,Cassandra Dam,587,New Earl,43839,Bahamas,CI,78.948026,-11.132526
2337,Crist Expressway,3156,New Cesarmouth,89565-8899,Greece,AG,3.098467,157.292263
2338,Kshlerin Radial,88609,Lake Edison,78827-5360,Honduras,MM,45.684410,-95.950703
2339,Stamm Meadow,251,West Hans,38463,Bosnia and Herzegovina,BL,10.677967,81.158380
2340,Salvatore Mission,900,Lake Dinoport,94494-5572,Nigeria,NC,-75.266225,85.406099
2341,Tyreek Via,3230,Jarvisbury,83162,Armenia,UY,85.377424,-21.680923
2342,Paucek Ranch,16663,New Ford,99453-1512,Lao People's Democratic Republic,PT,68.095131,117.413113
2343,Vandervort Walks,928,Wisokychester,10569,Saint Kitts and Nevis,PA,-19.408569,-20.595405
2344,Tyshawn Landing,503,Hamillchester,12547-8060,Antigua and Barbuda,FO,-8.069056,100.472327
2345,Palma Mills,46837,Doyleside,78401,Burundi,TD,-23.140898,125.710882
2346,Vince Light,91553,South Vance,23421-1492,Venezuela,CG,58.669251,20.909843
2347,Dax Shore,5073,Wisokystad,92310-2572,Namibia,MC,-67.235129,159.328432
2348,Janet Village,7216,Port Sydneeburgh,82558,Egypt,JO,-82.094572,-162.748574
2349,Aileen Fall,6514,Lake Pearl,65501,Macedonia,SR,76.019864,-33.077111
2350,Medhurst Burgs,677,South Emmaview,50999-9432,Russian Federation,AQ,21.081637,-147.463093
2351,Maud Islands,984,Darrenville,09453-6291,Zambia,SZ,-0.595058,164.446826
2352,Blake Course,313,Johannview,50703,Sudan,ZA,-31.127642,24.952779
2353,Feeney Hollow,9815,New Alisabury,64433-0730,Libyan Arab Jamahiriya,JO,-4.509732,11.855935
2354,Hansen Forest,34834,Germanland,88591-4091,Maldives,BQ,-63.008174,-146.802376
2355,Flatley Square,454,Dietrichhaven,88511,Norway,CV,21.610077,25.135904
2356,Taurean Streets,17230,Rainashire,05629,Heard Island and McDonald Islands,PA,-21.993432,171.846835
2357,Mathilde Coves,9015,South Brielle,67389-4011,Korea,JP,3.063678,-63.600984
2358,Rachel Pike,8820,Smithfort,87916-1215,France,IM,23.586688,-145.357591
2359,Ivy Fall,9427,Charleston,38760-7639,Cameroon,EH,76.950924,169.365795
2360,Emmerich Lights,4242,Langworthfurt,17802-6005,Bosnia and Herzegovina,SG,59.915857,101.102140
2361,Pfannerstill Plains,3459,Gerlachmouth,12147,Germany,MT,-3.452674,13.547577
2362,Else Camp,273,East Hadleyview,28751-3766,Bangladesh,PK,-81.044281,162.953691
2363,Nitzsche Views,338,West Cathy,71486,Jamaica,HU,45.232812,147.485561
2364,Waldo Manor,553,New Roger,85654,El Salvador,VG,-52.001749,55.964910
2365,Florencio Port,2965,East Camille,22188-9003,Israel,MZ,-30.936584,133.575244
2366,Zboncak Unions,411,Port Lauretta,29340,Saudi Arabia,BH,24.083406,-2.220901
2367,Leannon Landing,268,Pfefferhaven,04590,Korea,US,40.924919,-141.410049
2368,Orin Haven,32648,Lake Jordiport,29623,Guatemala,TH,-80.930681,-175.679601
2369,Powlowski Manors,7816,Shanahanview,14458-4859,Argentina,MV,-72.891344,-88.574487
2370,Leatha Dale,8043,Bartshire,37922-8511,Saint Kitts and Nevis,TZ,-72.853917,130.033477
2371,Elta Burgs,19226,Osinskiland,60633-6202,Tanzania,NU,-12.046913,166.957735
2372,Ratke Fields,6904,Morissetteside,36588-8486,French Polynesia,MU,71.047511,15.969216
